period,report_date,report_year,chart_series,panel,period_label,value_usd_per_day,is_latest,source_file
2022-05,2023-06-26,2023,spot,Suezmax spot,May-22,158000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,spot,Suezmax spot,Jun-22,30000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,spot,Suezmax spot,Jul-22,20000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,spot,Suezmax spot,Jul-22,35000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2026-04-20,2026,spot,Suezmax spot,Jul 22,20000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-08,2023-06-26,2023,spot,Suezmax spot,Aug-22,88000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,spot,Suezmax spot,Sep-22,65000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,spot,Suezmax spot,Oct-22,75000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,spot,Suezmax spot,Nov-22,85000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,spot,Suezmax spot,Dec-22,165000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2026-04-20,2026,spot,Suezmax spot,Dec 22,125000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-01,2023-06-26,2023,spot,Suezmax spot,Jan-23,115000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,spot,Suezmax spot,Feb-23,110000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,spot,Suezmax spot,Mar-23,85000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,spot,Suezmax spot,Apr-23,95000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,spot,Suezmax spot,May-23,55000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,spot,Suezmax spot,May-23,51000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-05,2026-04-20,2026,spot,Suezmax spot,May 23,60000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-06,2023-06-26,2023,spot,Suezmax spot,Jun-23,50000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,spot,Suezmax spot,Jun-23,52000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,spot,Suezmax spot,Jul-23,51000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,spot,Suezmax spot,Aug-23,22000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,spot,Suezmax spot,Sep-23,8000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,spot,Suezmax spot,Oct-23,8000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2026-04-20,2026,spot,Suezmax spot,Oct 23,10000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-11,2024-07-01,2024,spot,Suezmax spot,Nov-23,86000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,spot,Suezmax spot,Dec-23,63000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,spot,Suezmax spot,Jan-24,59000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,spot,Suezmax spot,Feb-24,54000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,spot,Suezmax spot,Mar-24,52000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2026-04-20,2026,spot,Suezmax spot,Mar 24,50000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-04,2024-07-01,2024,spot,Suezmax spot,Apr-24,37000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,spot,Suezmax spot,May-24,45000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,spot,Suezmax spot,Jun-24,47000,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,spot,Suezmax spot,Jun-24,50000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-07,2025-06-23,2025,spot,Suezmax spot,Jul-24,46000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2025-06-23,2025,spot,Suezmax spot,Aug-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2026-04-20,2026,spot,Suezmax spot,Aug 24,25000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-09,2025-06-23,2025,spot,Suezmax spot,Sep-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,spot,Suezmax spot,Oct-24,44000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,spot,Suezmax spot,Nov-24,30000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,spot,Suezmax spot,Dec-24,30000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,spot,Suezmax spot,Jan-25,28000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2026-04-20,2026,spot,Suezmax spot,Jan 25,45000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-02,2025-06-23,2025,spot,Suezmax spot,Feb-25,50000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,spot,Suezmax spot,Mar-25,65000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,spot,Suezmax spot,Apr-25,68000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,spot,Suezmax spot,May-25,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-06,2026-04-20,2026,spot,Suezmax spot,Jun 25,35000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-11,2026-04-20,2026,spot,Suezmax spot,Nov 25,90000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2026-04,2026-04-20,2026,spot,Suezmax spot,Apr 26,110000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2019-10,2021-10-18,2021,spot,VLCC spot,Oct-19,50000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-01,2021-10-18,2021,spot,VLCC spot,Jan-20,100000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-04,2021-10-18,2021,spot,VLCC spot,Apr-20,250000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-07,2021-10-18,2021,spot,VLCC spot,Jul-20,50000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-10,2021-10-18,2021,spot,VLCC spot,Oct-20,20000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2020-11,2022-07-01,2022,spot,VLCC spot,Nov-20,8000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-01,2021-10-18,2021,spot,VLCC spot,Jan-21,10000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-01,2022-07-01,2022,spot,VLCC spot,Jan-21,15000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-03,2022-07-01,2022,spot,VLCC spot,Mar-21,-10000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-04,2021-10-18,2021,spot,VLCC spot,Apr-21,-10000,1,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-04,2026-04-20,2026,spot,VLCC spot,Apr 21,-10000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-05,2022-07-01,2022,spot,VLCC spot,May-21,2000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-07,2021-10-18,2021,spot,VLCC spot,Jul-21,-10000,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-07,2022-07-01,2022,spot,VLCC spot,Jul-21,-5000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2022-07-01,2022,spot,VLCC spot,Sep-21,-2000,1,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-09,2026-04-20,2026,spot,VLCC spot,Sept 21,-12000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2021-10,2021-10-18,2021,spot,VLCC spot,Oct-21,0,0,xclusiv_2021_xclusiv_weekly_2021_10_18.tables.json
2021-10,2023-06-26,2023,spot,VLCC spot,Oct-21,4000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-11,2022-07-01,2022,spot,VLCC spot,Nov-21,5000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2021-11,2023-06-26,2023,spot,VLCC spot,Nov-21,2000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2021-12,2023-06-26,2023,spot,VLCC spot,Dec-21,6000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-01,2022-07-01,2022,spot,VLCC spot,Jan-22,-15000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-01,2023-06-26,2023,spot,VLCC spot,Jan-22,2000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2023-06-26,2023,spot,VLCC spot,Feb-22,-10000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-02,2026-04-20,2026,spot,VLCC spot,Feb 22,-15000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-03,2022-07-01,2022,spot,VLCC spot,Mar-22,15000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-03,2023-06-26,2023,spot,VLCC spot,Mar-22,-12000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-04,2023-06-26,2023,spot,VLCC spot,Apr-22,-15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-05,2022-07-01,2022,spot,VLCC spot,May-22,-20000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-05,2023-06-26,2023,spot,VLCC spot,May-22,-10000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-06,2023-06-26,2023,spot,VLCC spot,Jun-22,-20000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2022-07-01,2022,spot,VLCC spot,Jul-22,-10000,0,xclusiv_2022_xclusiv_weekly_2022_07_01.tables.json
2022-07,2023-06-26,2023,spot,VLCC spot,Jul-22,-18000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-07,2026-04-20,2026,spot,VLCC spot,Jul 22,-35000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2022-08,2023-06-26,2023,spot,VLCC spot,Aug-22,5000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-09,2023-06-26,2023,spot,VLCC spot,Sep-22,35000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-10,2023-06-26,2023,spot,VLCC spot,Oct-22,30000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-11,2023-06-26,2023,spot,VLCC spot,Nov-22,75000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2023-06-26,2023,spot,VLCC spot,Dec-22,60000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2022-12,2026-04-20,2026,spot,VLCC spot,Dec 22,75000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-01,2023-06-26,2023,spot,VLCC spot,Jan-23,25000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-02,2023-06-26,2023,spot,VLCC spot,Feb-23,15000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-03,2023-06-26,2023,spot,VLCC spot,Mar-23,55000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-04,2023-06-26,2023,spot,VLCC spot,Apr-23,85000,1,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2023-06-26,2023,spot,VLCC spot,May-23,20000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-05,2024-07-01,2024,spot,VLCC spot,May-23,33000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-05,2026-04-20,2026,spot,VLCC spot,May 23,30000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-06,2023-06-26,2023,spot,VLCC spot,Jun-23,70000,0,xclusiv_2023_xclusiv_weekly_2023_06_26.tables.json
2023-06,2024-07-01,2024,spot,VLCC spot,Jun-23,22000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-07,2024-07-01,2024,spot,VLCC spot,Jul-23,75000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-08,2024-07-01,2024,spot,VLCC spot,Aug-23,28000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-09,2024-07-01,2024,spot,VLCC spot,Sep-23,17000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2024-07-01,2024,spot,VLCC spot,Oct-23,24000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-10,2026-04-20,2026,spot,VLCC spot,Oct 23,10000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2023-11,2024-07-01,2024,spot,VLCC spot,Nov-23,53000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2023-12,2024-07-01,2024,spot,VLCC spot,Dec-23,56000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-01,2024-07-01,2024,spot,VLCC spot,Jan-24,34000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-02,2024-07-01,2024,spot,VLCC spot,Feb-24,33000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2024-07-01,2024,spot,VLCC spot,Mar-24,75000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-03,2026-04-20,2026,spot,VLCC spot,Mar 24,40000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-04,2024-07-01,2024,spot,VLCC spot,Apr-24,38000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-05,2024-07-01,2024,spot,VLCC spot,May-24,52000,1,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2024-07-01,2024,spot,VLCC spot,Jun-24,26000,0,xclusiv_2024_xclusiv-2024_07_01.tables.json
2024-06,2025-06-23,2025,spot,VLCC spot,Jun-24,35000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-07,2025-06-23,2025,spot,VLCC spot,Jul-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2025-06-23,2025,spot,VLCC spot,Aug-24,24000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-08,2026-04-20,2026,spot,VLCC spot,Aug 24,30000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2024-09,2025-06-23,2025,spot,VLCC spot,Sep-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-10,2025-06-23,2025,spot,VLCC spot,Oct-24,38000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-11,2025-06-23,2025,spot,VLCC spot,Nov-24,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2024-12,2025-06-23,2025,spot,VLCC spot,Dec-24,20000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2025-06-23,2025,spot,VLCC spot,Jan-25,58000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-01,2026-04-20,2026,spot,VLCC spot,Jan 25,40000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-02,2025-06-23,2025,spot,VLCC spot,Feb-25,40000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-03,2025-06-23,2025,spot,VLCC spot,Mar-25,45000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-04,2025-06-23,2025,spot,VLCC spot,Apr-25,57000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-05,2025-06-23,2025,spot,VLCC spot,May-25,25000,1,xclusiv_2025_xclusiv-2025_06_23.tables.json
2025-06,2026-04-20,2026,spot,VLCC spot,Jun 25,35000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2025-11,2026-04-20,2026,spot,VLCC spot,Nov 25,100000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
2026-04,2026-04-20,2026,spot,VLCC spot,Apr 26,220000,1,xclusiv_2026_xclusiv-2026_04_20.tables.json
